Sample,Postcode,Address,Latitude,Longitude,moll_lat,moll_lon,Rurality
381,,,37.6,-122.1,4519413.09620004,-10590360.064778475,11
382,,,40.8,-73.9,4878622.100046948,-6229647.735089081,30
383,,,36,-78.9,4337579.950562795,-6933245.317978021,30
384,,,43,-89.5,5121888.767978503,-7383541.976032936,11
385,,,43.6,-116.4,5187682.367855,-9543469.31887988,30
386,,,30,-90.1,3643853.5640796954,-8260446.435593734,30
388,,,28.6,-81.3,3479544.8997717835,-7517450.25619643,30
389,,,35.6,-78.4,4291901.349772842,-6910983.26337402,11
390,,,35.1,-79.4,4234682.321429716,-7026207.912599651,11
391,,,35.9,-78.7,4326168.419072049,-6921134.145376457,21
392,,,40.7,-124.2,4867490.986514479,-10479716.245408788,13
393,,,41.8,-74.2,4989585.492155518,-6195155.546427668,12
395,,,32.2,-111,3900269.037317044,-10030963.527562322,23
396,,,42.9,-89.2,5110899.726537222,-7366294.044189207,11
397,,,33.7,-116.7,4073772.0673866183,-10435197.950968355,11
398,,,44.6,-123.2,5296794.158706936,-9994317.196287306,11
399,,,36.3,-94.2,4371781.835374494,-8257980.2345798975,21
400,,,43,-78.8,5121888.767978503,-6500816.845937378,30
401,,,40,-105.1,4789399.149897031,-8925896.207111942,23
402,,,38.7,-85.2,4643579.433349574,-7320520.951722136,11
403,,,40.3,-74.9,4822904.1974516725,-6343523.926024534,13
404,,,39.4,-77.3,4722224.088198904,-6600708.514377638,22
405,,,38.9,-77,4666079.097486394,-6604366.283218202,30
406,,,45.6,-84.5,5405209.441916061,-6779855.338302593,11
407,,,38.2,-122.7,4587227.316813161,-10588335.923289033,11
408,,,43.8,-72.2,5209559.543844553,-5907197.122261253,11
409,,,35.8,-78.9,4314751.463942467,-6944184.131707134,12
410,,,36.1,-79.1,4348986.041640936,-6945312.527867,22
411,,,42.4,-71.1,5055855.158535961,-5901230.824225093,30
412,,,40.7,-74,4867490.986514479,-6243953.318520533,30
413,,,33.1,-117.2,4004504.3588311593,-10525082.360030636,30
414,,,46.6,-122.3,5512909.179936818,-9701467.009203823,11
415,,,41.7,-72.2,4978517.873315134,-6034056.335084804,21
416,,,35.9,-78.4,4326168.419072049,-6894751.168964603,11
417,,,38.1,-78.5,4575939.381994569,-6779924.323388677,11
418,,,35.6,-82.7,4291901.349772842,-7290029.539298873,11
419,,,29.8,-95.7,3620433.426581932,-8784814.744281814,30
420,,,36.2,-86.7,4360386.675514761,-7606569.989973959,21
421,,,34.2,-84.1,4131356.186610764,-7492657.307802664,11
422,,,40.4,-80.1,4834060.209486077,-6777636.3409383055,30
423,,,41.3,-89.1,4934183.275767386,-7475325.954156126,11
424,,,35.9,-79.1,4326168.419072049,-6956311.447258928,12
425,,,35.9,-79,4326168.419072049,-6947517.121788312,21
426,,,39,-95.8,4677320.035485608,-8209616.398229494,21
427,,,39.3,-76.7,4711007.064735232,-6555338.294081018,30
428,,,31.7,-82.9,3842191.256225161,-7517013.312733403,11
429,,,36.2,-78.7,4360386.675514761,-6904695.019734147,11
430,,,43,-78.9,5121888.767978503,-6509066.613508364,30
431,,,36,-94.6,4337579.950562795,-8312864.475040819,11
432,,,34.1,-117.6,4119849.5791734387,-10484980.475794857,30
433,,,38.2,-78.4,4587227.316813161,-6765489.294098291,13
434,,,39.4,-86,4722224.088198904,-7343608.437729326,11
435,,,35.9,-78.9,4326168.419072049,-6938722.796317693,21
436,,,47.7,-122.2,5630529.2916253945,-9568086.02075503,30
437,,,37.4,-79.2,4496762.482863402,-6880924.232276602,21
438,,,36.3,-115.2,4371781.835374494,-10098931.242288793,30
439,,,42.8,-74.8,5099904.036616813,-6183390.816076784,11
440,,,35.2,-82.1,4246136.773848659,-7259568.852863428,11
441,,,37.8,-122.3,4542040.864253972,-10589845.433414381,30
442,,,37.1,-122,4462744.02651625,-10625789.98238774,12
443,,,34.8,-81.2,4200287.290140791,-7201906.584266991,11
444,,,33.4,-95.9,4039160.7572465204,-8593852.113357497,11
445,,,46.2,-123.2,5469916.3826618055,-9818023.62881203,12
446,,,35.8,-78.7,4314751.463942467,-6926581.637076698,12
447,,,29.7,-82.3,3608716.7046406446,-7559443.311217481,12
448,,,43.1,-87.9,5132871.142571277,-7244134.710897144,30
450,,,34.3,-83,4142857.652928049,-7389181.099056893,11
451,,,40.2,-74.7,4811742.005070374,-6332437.77528684,30
452,,,39,-77,4677320.035485608,-6598543.451604083,30
453,,,42.3,-71.2,5044826.500767855,-5915426.608211903,30
454,,,42.3,-73.4,5044826.500767855,-6098206.643858899,11
455,,,35.9,-78.4,4326168.419072049,-6894751.168964603,11
456,,,29.7,-91.3,3608716.7046406446,-8386113.904181724,22
457,,,35.2,-80.8,4246136.773848659,-7144618.310735261,30
458,,,35.7,-78.6,4303329.101929989,-6923204.887550894,21
459,,,29.6,-82.4,3596995.5683894837,-7573304.111771072,11
460,,,33.7,-84.4,4073772.0673866183,-7546964.0707945945,30
461,,,37.8,-78.5,4542040.864253972,-6797243.389395168,12
462,,,41.5,-75.7,4956363.362991374,-6338860.516265828,21
463,,,42.2,-77.8,5033791.304144005,-6470192.463917614,11
464,,,41.7,-72.9,4978517.873315134,-6092558.266311389,23
465,,,35.8,-78.8,4314751.463942467,-6935382.884391915,30
466,,,39.5,-84.7,4733435.0894455165,-7226106.7580826385,12
467,,,42.3,-71.1,5044826.500767855,-5907118.424773402,30
468,,,41.3,-72.9,4934183.275767386,-6116175.780673195,30
469,,,33.7,-90.7,4073772.0673866183,-8110303.805936846,11
470,,,26.6,-81.9,3243387.025495487,-7659243.755348806,30
471,,,39.4,-77.5,4722224.088198904,-6617786.673535147,11
472,,,35.1,-80.7,4234682.321429716,-7141246.581193853,11
473,,,45.6,-110.6,5405209.441916061,-8873988.170606706,11
474,,,35.2,-80.8,4246136.773848659,-7144618.310735261,30
475,,,41.9,-88.8,5000646.662737804,-7406890.04932469,11
476,,,41.9,-87.9,5000646.662737804,-7331820.217743697,30
478,,,43.4,-87.9,5165778.08113223,-7221787.962540882,21
479,,,34,-81,4108337.84708608,-7227107.781522834,30
480,,,43.9,-91.6,5220487.918857972,-7486568.078017299,11
481,,,36.2,-79,4360386.675514761,-6931015.33111814,11
482,,,37.2,-82.5,4474089.16076935,-7179541.977482273,11
483,,,35.9,-78.5,4326168.419072049,-6903545.49443522,12
484,,,35.7,-78.6,4303329.101929989,-6923204.887550894,21
485,,,45.5,-122.8,5394399.796378014,-9863877.768527476,30
486,,,40.7,-74.3,4867490.986514479,-6269266.642784806,30
487,,,39.2,-78.1,4699784.036510026,-6680947.407173116,11
488,,,44.9,-93.2,5329392.73674441,-7536030.013023882,30
489,,,30.2,-97.7,3667255.8538518026,-8945959.050626362,21
490,,,46.7,-92.1,5523639.055615067,-7297355.111354996,30
491,,,42.7,-82.9,5088901.716558093,-6859918.49324919,11
492,,,42.4,-71.1,5055855.158535961,-5901230.824225093,30
493,,,35.8,-81.3,4314751.463942467,-7155414.06727237,12
494,,,38,-84.5,4564645.650180879,-7304366.8865237525,30
495,,,42.3,-83.3,5044826.500767855,-6920716.804270386,30
496,,,37.9,-122.3,4553346.138548651,-10580876.629869564,30
497,,,43.1,-92.3,5132871.142571277,-7606753.51326287,11
498,,,37.4,-122.1,4496762.482863402,-10608091.52475976,30
499,,,41.5,-75.6,4956363.362991374,-6330486.856402861,11
500,,,30.8,-96.3,3737354.363568451,-8784005.680882977,11
501,,,40,-75.8,4789399.149897031,-6437516.0085545685,21
502,,,42.4,-71.1,5055855.158535961,-5901230.824225093,30
503,,,35,-80.8,4223222.5789299365,-7155556.653161242,21
504,,,32.8,-105.8,3969803.3130784915,-9521414.006492386,11
505,,,45.6,-122.7,5405209.441916061,-9844831.361061871,30
506,,,29.7,-82.3,3608716.7046406446,-7559443.311217481,12
507,,,45.8,-87.1,5426807.248270849,-6972771.813819552,12
508,,,37.3,-121.9,4485428.651890568,-10599528.893451076,30
509,,,37.8,-122.2,4542040.864253972,-10581186.524638083,30
510,,,39.7,-105,4755838.955352894,-8941817.630912649,30
511,,,34.7,-86.7,4188811.7770359707,-7695527.243883815,11
512,,,44.5,-73.2,5285914.011212909,-5944591.865513073,23
513,,,38.5,-121.7,4621056.167222766,-10474888.272187825,11
514,,,37.6,-122,4519413.09620004,-10581686.551211907,12
515,,,35.8,-78.8,4314751.463942467,-6935382.884391915,30
516,,,26.8,-80.7,3267075.5754387085,-7538800.941173605,12
517,,,36,-97,4337579.950562795,-8523761.67102494,11
518,,,35.2,-79,4246136.773848659,-6985456.021634724,11
519,,,38.8,-104.8,4654832.224325931,-8996703.063774483,30
520,,,43.4,-71.6,5165778.08113223,-5882594.062775053,11
521,,,42.4,-71.1,5055855.158535961,-5901230.824225093,30
522,,,40.3,-79.6,4822904.1974516725,-6741582.1697136555,11
523,,,40.8,-77.8,4878622.100046948,-6558411.2826783545,12
524,,,46.9,-114,5545076.6816602675,-9011457.641901707,11
525,,,41.6,-91,4967443.824256047,-7612650.454633155,11
526,,,33.8,-112,4085299.0747620966,-10007654.374883624,12
527,,,35.9,-79,4326168.419072049,-6947517.121788312,21
528,,,32.4,-80.7,3923466.5605251505,-7282770.237447507,22
529,,,35.8,-78.6,4314751.463942467,-6917780.38976148,30
530,,,47.6,-122.4,5619873.989038884,-9595306.447247192,30
531,,,34,-84.2,4108337.84708608,-7512623.150669415,21
532,,,43.7,-93,5198624.35397517,-7616975.256731236,11
533,,,40.1,-83,4800573.6500055995,-7042527.269713149,30
534,,,35.8,-78.8,4314751.463942467,-6935382.884391915,30
535,,,42.8,-71.6,5099904.036616813,-5918860.727688473,12
536,,,28,-82.4,3408869.9392443006,-7645895.874407507,30
537,,,45.5,-122.6,5394399.796378014,-9847812.821021732,30
539,,,38.8,-90.6,4654832.224325931,-7777684.137194352,30
540,,,37,-122,4451393.266128351,-10634535.167662032,12
541,,,35.8,-78.6,4314751.463942467,-6917780.38976148,30
542,,,36.6,-93.3,4405934.302497934,-8159363.958971904,11
543,,,39.6,-79.1,4744640.050997059,-6742266.749318294,11
544,,,38.6,-90.2,4632320.741881084,-7756893.612147687,30
545,,,39,-76.7,4677320.035485608,-6572834.840753675,21
546,,,34.4,-119.8,4154353.9616393317,-10657421.74793539,10
547,,,33.9,-84.3,4096821.006802832,-7527054.779813974,30
548,,,31.1,-97.4,3772341.8763246927,-8867006.670273637,11
549,,,30.4,-97.7,3690640.1686725584,-8934619.369548444,30
550,,,27.3,-82.5,3326227.391382022,-7685662.344589234,30
551,,,37.7,-78.7,4530729.844432588,-6820316.333829544,11
552,,,37.9,-122.1,4553346.138548651,-10563573.479207471,12
553,,,33.8,-118.4,4085299.0747620966,-10579520.339162689,30
554,,,44.5,-73.2,5285914.011212909,-5944591.865513073,23
555,,,37.8,-88.4,4542040.864253972,-7654475.358248827,11
556,,,36,-79.8,4337579.950562795,-7012331.766472065,21
557,,,38.1,-122.3,4575939.381994569,-10562862.990451403,11
558,,,34.1,-118.3,4119849.5791734387,-10547391.073865065,30
559,,,43.1,-75.3,5132871.142571277,-6205726.322304379,21
560,,,36.1,-80.3,4348986.041640936,-7050677.572537549,21
561,,,36.1,-87.2,4348986.041640936,-7656526.579393204,11
562,,,43,-89.6,5121888.767978503,-7391791.743603922,11
563,,,45.5,-122.7,5394399.796378014,-9855845.294774605,30
564,,,27.3,-80.3,3326227.391382022,-7480711.348733522,21
565,,,35,-78.9,4223222.5789299365,-6987294.80116859,30
566,,,30.5,-97.9,3702325.5456642844,-8947198.61834568,12
567,,,29.8,-95.4,3620433.426581932,-8757276.140067765,30
569,,,39.7,-75.6,4755838.955352894,-6438108.694257106,30
570,,,40.2,-75,4811742.005070374,-6357869.252296024,21
571,,,35.9,-78.6,4326168.419072049,-6912339.819905838,21
572,,,35.9,-83.9,4326168.419072049,-7378439.069848599,11
573,,,44.9,-93.2,5329392.73674441,-7536030.013023882,30
574,,,28.6,-81.4,3479544.8997717835,-7526696.812477116,30
575,,,43,-89.7,5121888.767978503,-7400041.51117491,11
576,,,38.8,-104.9,4654832.224325931,-9005287.704102512,11
577,,,36.1,-75.7,4348986.041640936,-6646778.234633779,10
578,,,35.9,-79.1,4326168.419072049,-6956311.447258928,12
579,,,33.2,-97.1,4016061.474201256,-8713823.85358606,30
580,,,25.6,-80.4,3124711.063928323,-7558964.37215605,30
581,,,36.3,-78.6,4371781.835374494,-6890416.62885329,12
582,,,32.4,-97.3,3923466.5605251505,-8780836.9777403,12
583,,,33.5,-117.6,4050702.892244759,-10530879.690391188,11
584,,,31.4,-109.9,3807287.6516554896,-9985211.843008319,11
585,,,42.4,-71,5055855.158535961,-5892930.921518729,30
586,,,28,-82.7,3408869.9392443006,-7673732.873950253,30
587,,,33.5,-112,4050702.892244759,-10029409.22894399,30
588,,,27.6,-80.4,3361670.160740311,-7477388.745605864,21
589,,,38.1,-81.1,4575939.381994569,-7004482.326456326,11
590,,,29.7,-82.4,3608716.7046406446,-7568628.540028195,21
591,,,40.8,-91.2,4878622.100046948,-7688009.11285689,11
592,,,43.1,-75.3,5132871.142571277,-6205726.322304379,21
593,,,42.8,-88.9,5099904.036616813,-7348976.518037783,11
594,,,34.1,-118.4,4119849.5791734387,-10556306.873589383,30
595,,,42.1,-72.6,5022749.586837975,-6043718.17077541,30
596,,,42.1,-88,5022749.586837975,-7325718.994879284,30
597,,,32,-81.1,3877052.25561923,-7338925.113898343,30
598,,,36.2,-81.8,4360386.675514761,-7176671.570702073,11
599,,,44.4,-89.7,5275026.917762738,-7292396.4973362945,11
600,,,35.7,-78.8,4303329.101929989,-6940821.184974686,21
601,,,35.3,-82,4257585.919552411,-7245151.048072947,11
602,,,29.7,-82.4,3608716.7046406446,-7568628.540028195,21
603,,,33.6,-117.9,4062240.00108359,-10550134.376411809,30
604,,,37.3,-90.1,4485428.651890568,-7834434.399507317,11
606,,,44.9,-93.3,5329392.73674441,-7544115.8821365675,30
607,,,44.9,-93.2,5329392.73674441,-7536030.013023882,30
608,,,39.1,-94.6,4688555.02095648,-8099608.442773207,30
609,,,33,-96.7,3992942.2826557155,-8690234.934095955,30
610,,,43.4,-124.2,5165778.08113223,-10204164.561405886,10
611,,,41.8,-71.4,4989585.492155518,-5961376.091845492,30
612,,,44.5,-73.1,5285914.011212909,-5936470.838374393,21
613,,,35.6,-82.6,4291901.349772842,-7281214.5096262,21
614,,,31.2,-97.3,3783995.126970665,-8852091.569043215,13
615,,,47.7,-122.2,5630529.2916253945,-9568086.02075503,30
616,,,35.2,-92.6,4246136.773848659,-8188015.539283232,11
617,,,40.8,-73.9,4878622.100046948,-6229647.735089081,30
618,,,35.1,-80.7,4234682.321429716,-7141246.581193853,11
619,,,42.6,-70.9,5077892.78467351,-5872843.339283241,12
620,,,46.4,-117,5491427.401177935,-9302541.32975124,23
621,,,41.6,-74.1,4967443.824256047,-6198872.513058426,12
622,,,33.3,-108.7,4027613.6124500223,-9747866.009485506,11
623,,,31.7,-93.2,3842191.256225161,-8450972.747246718,11
624,,,44.4,-88.5,5275026.917762738,-7194839.35355922,11
625,,,42.4,-71.2,5055855.158535961,-5909530.726931458,30
626,,,32.4,-88.7,3923466.5605251505,-8004730.112287407,21
627,,,36,-78.9,4337579.950562795,-6933245.317978021,30
628,,,32.7,-117.1,3958226.452234754,-10545720.78927272,30
629,,,35.8,-78.8,4314751.463942467,-6935382.884391915,30
630,,,32.9,-97.2,3981375.261976042,-8741325.067090943,30
631,,,35.9,-79.1,4326168.419072049,-6956311.447258928,12
632,,,44.1,-121.3,5242324.149743861,-9893028.64521302,21
633,,,39,-94.7,4677320.035485608,-8115351.491778007,30
634,,,38.5,-122.6,4621056.167222766,-10552352.523995293,11
635,,,32.8,-97.1,3969803.3130784915,-8738462.19310407,30
636,,,32.8,-97.3,3969803.3130784915,-8756461.08536587,30
637,,,41.7,-71.4,4978517.873315134,-5967196.985111566,30
638,,,42.5,-85.5,5066877.25924736,-7089318.4626018265,11
639,,,38.9,-77.2,4666079.097486394,-6621520.481356432,30
640,,,46.1,-123.1,5459149.957149554,-9821267.823375411,11
641,,,32.7,-97.4,3958226.452234754,-8771590.135569284,30
642,,,42.7,-86,5088901.716558093,-7116441.380210257,11
643,,,47.1,-123.1,5566484.676306825,-9707899.642360823,11
644,,,34,-81.1,4108337.84708608,-7236030.136808663,21
645,,,33.9,-84.4,4096821.006802832,-7535983.6704187365,21
646,,,33.9,-83.4,4096821.006802832,-7446694.764371121,12
647,,,32.7,-117.3,3958226.452234754,-10563732.267990522,10
648,,,42.1,-80.1,5022749.586837975,-6668069.221475347,30
649,,,41.8,-91.1,4989585.492155518,-7606181.540155802,11
650,,,34.3,-85.2,4142857.652928049,-7585038.9113210505,11
651,,,38.8,-92,4654832.224325931,-7897869.101786761,11
652,,,35.9,-79.1,4326168.419072049,-6956311.447258928,12
653,,,42.5,-83.7,5066877.25924736,-6940069.652862842,11
654,,,37.8,-122.3,4542040.864253972,-10589845.433414381,30
655,,,33.6,-80.4,4062240.00108359,-7194493.67144622,11
656,,,28.6,-81.5,3479544.8997717835,-7535943.368757798,21
657,,,29.5,-95.1,3585270.0336773014,-8745926.14343469,30
658,,,35.8,-78.5,4314751.463942467,-6908979.142446262,21
659,,,44.1,-91.7,5242324.149743861,-7478901.292382803,11
660,,,45,-93.3,5340244.911544235,-7535864.172213438,30
661,,,40.3,-74.5,4822904.1974516725,-6309646.628689287,11
662,,,29.6,-82.4,3596995.5683894837,-7573304.111771072,11
663,,,42.4,-71.2,5055855.158535961,-5909530.726931458,30
664,,,38.4,-79,4609785.726655623,-6805531.672071496,11
665,,,40.7,-73.5,4867490.986514479,-6201764.444746746,30
666,,,43.3,-88.6,5154815.8175898185,-7286826.72743105,11
667,,,39.9,-75.1,4778218.522360791,-6383903.080339563,30
668,,,40,-75.2,4789399.149897031,-6386559.417457832,30
669,,,64.8,-147.7,7322722.255141754,-8643375.912050042,11
670,,,37.8,-122.4,4542040.864253972,-10598504.342190685,30
671,,,35.7,-80.5,4303329.101929989,-7090559.713076933,12
672,,,43.7,-116.5,5198624.35397517,-9541694.810851494,22
673,,,42.3,-71.1,5044826.500767855,-5907118.424773402,30
674,,,34,-118.5,4108337.84708608,-10572991.01370933,30
675,,,42.2,-83.7,5033791.304144005,-6960862.586502627,21
676,,,39.7,-105,4755838.955352894,-8941817.630912649,30
677,,,37.6,-88.5,4519413.09620004,-7676059.506411917,11
678,,,33,-96.7,3992942.2826557155,-8690234.934095955,30
679,,,36,-78.9,4337579.950562795,-6933245.317978021,30
680,,,39,-94.6,4677320.035485608,-8106781.95482787,30
681,,,32.9,-103.4,3981375.261976042,-9298899.299765468,11
682,,,32.5,-99.7,3935058.0597226513,-8991210.704801576,11
683,,,41.1,-73.8,4911977.755229252,-6203544.570539683,30
684,,,43.1,-88.2,5132871.142571277,-7268858.720149353,11
685,,,43.1,-87.9,5132871.142571277,-7244134.710897144,30
686,,,27.8,-80.5,3385278.2802731628,-7478173.62464581,21
687,,,33,-96.7,3992942.2826557155,-8690234.934095955,30
688,,,30.7,-96.2,3725682.6590776616,-8780553.139127797,11
689,,,40.8,-89.6,4878622.100046948,-7553131.759999751,21
690,,,41.6,-93.5,4967443.824256047,-7821789.203386813,12
691,,,37.4,-77.7,4496762.482863402,-6750603.697574393,21
692,,,35.1,-106.6,4234682.321429716,-9433170.82472447,30
693,,,37.2,-93.3,4474089.16076935,-8119409.290898134,30
694,,,35.8,-78.6,4314751.463942467,-6917780.38976148,30
695,,,42.9,-71.3,5110899.726537222,-5888080.329043616,21
696,,,42.8,-88.8,5099904.036616813,-7340709.952775647,11
697,,,31.3,-85.7,3795643.7240973925,-7791619.175892277,11
698,,,47.1,-122.4,5566484.676306825,-9652696.313769007,30
699,,,35.8,-80.9,4314751.463942467,-7120209.078011498,22
700,,,38,-78.5,4564645.650180879,-6785713.61647473,21
701,,,44.6,-69.3,5296794.158706936,-5621803.4229116095,11
702,,,41,-74.9,4900865.502225984,-6302004.11090638,11
703,,,35.9,-78.6,4326168.419072049,-6912339.819905838,21
704,,,39,-92.4,4677320.035485608,-7918252.141924899,12
705,,,35.4,-97.5,4269029.741889586,-8608012.075847818,30
706,,,37.7,-121.9,4530729.844432588,-10564124.029146392,30
707,,,39.2,-78.1,4699784.036510026,-6680947.407173116,11
708,,,42.4,-71.1,5055855.158535961,-5901230.824225093,30
709,,,39,-77.4,4677320.035485608,-6632821.599404624,30
710,,,41.9,-87.7,5000646.662737804,-7315138.032947921,30
711,,,36.1,-79,4348986.041640936,-6936532.107477789,11
712,,,35.2,-79,4246136.773848659,-6985456.021634724,11
713,,,40.9,-74.8,4889746.944553853,-6299561.151423062,11
714,,,40,-82.9,4789399.149897031,-7040502.3365326375,30
715,,,33.9,-82.4,4096821.006802832,-7357405.858323505,12
716,,,40,-83,4789399.149897031,-7048995.101715426,30
717,,,43.1,-88.1,5132871.142571277,-7260617.383731949,30
718,,,35.2,-80.9,4246136.773848659,-7153460.660129737,30
719,,,42.9,-78.8,5110899.726537222,-6507443.617512438,30
720,,,41.5,-74.9,4956363.362991374,-6271871.237362096,11
721,,,39.7,-105.2,4755838.955352894,-8958849.664495338,11
722,,,35.8,-79.1,4314751.463942467,-6961786.626337568,13
723,,,44.5,-91.2,5285914.011212909,-7406376.750475303,11
724,,,36,-79.1,4337579.950562795,-6950820.08431003,11
725,,,40.4,-78.7,4834060.209486077,-6659175.78067222,11
726,,,35.8,-78.7,4314751.463942467,-6926581.637076698,12
727,,,40,-105.3,4789399.149897031,-8942881.737477522,11
728,,,41.5,-72.7,4956363.362991374,-6087650.720376827,12
729,,,37.9,-122.5,4553346.138548651,-10598179.780531656,23
730,,,35.5,-82.4,4280468.224191657,-7269237.532614235,11
731,,,43.1,-89.4,5132871.142571277,-7367754.757158187,10
732,,,40.1,-88.2,4800573.6500055995,-7483745.845646986,30
733,,,39.7,-80,4755838.955352894,-6812813.4330763025,11
734,,,37.4,-122.2,4496762.482863402,-10616779.560406575,13
736,,,42.2,-72.3,5033791.304144005,-6012788.112355315,11
737,,,41.8,-71.4,4989585.492155518,-5961376.091845492,30
738,,,36.2,-97.1,4360386.675514761,-8519007.451285712,11
739,,,37.5,-121.9,4508090.636651801,-10581876.840291088,11
740,,,42.7,-89.2,5088901.716558093,-7381239.199008777,11
741,,,38.1,-87.6,4575939.381994569,-7565877.334125453,12
742,,,40.7,-112,4867490.986514479,-9450307.725328377,30
743,,,45.9,-89.2,5437595.370609268,-7132820.837521222,11
744,,,39.2,-78.2,4699784.036510026,-6689501.757246323,11
745,,,35.9,-79,4326168.419072049,-6947517.121788312,21
746,,,39.7,-104.9,4755838.955352894,-8933301.614121303,30
747,,,40.9,-96.7,4889746.944553853,-8143951.381585697,11
748,,,27,-82.1,3290748.288407639,-7661159.119141296,23
749,,,33.1,-97,4004504.3588311593,-8711032.328694295,11
750,,,35.2,-79.4,4246136.773848659,-7020825.419212622,12
751,,,37.3,-121.9,4485428.651890568,-10599528.893451076,30
752,,,39.3,-76.6,4711007.064735232,-6546791.568795385,30
753,,,37,-122,4451393.266128351,-10634535.167662032,12
754,,,38.4,-78.9,4609785.726655623,-6796917.075018242,12
755,,,35.9,-78.7,4326168.419072049,-6921134.145376457,21
756,,,42.1,-79.9,5022749.586837975,-6651419.860123349,11
757,,,39.4,-76.6,4722224.088198904,-6540934.957326353,30
758,,,39.7,-79.9,4755838.955352894,-6804297.416284958,11
759,,,32.7,-97.1,3958226.452234754,-8744572.91749258,30
760,,,37.6,-77.5,4519413.09620004,-6721973.014089532,30
761,,,37,-93.4,4451393.266128351,-8141521.185734704,11
762,,,30.7,-96.4,3725682.6590776616,-8798807.927358832,11
763,,,43,-89.5,5121888.767978503,-7383541.976032936,11
764,,,35.8,-81.3,4314751.463942467,-7155414.06727237,12
765,,,41.2,-96,4923083.685704508,-8061947.548687548,30
766,,,42.1,-71.2,5022749.586837975,-5927172.64131142,12
767,,,38,-84.4,4564645.650180879,-7295722.665356271,30
768,,,35.9,-82.1,4326168.419072049,-7220141.211377473,12
769,,,35.9,-79.1,4326168.419072049,-6956311.447258928,12
770,,,35.1,-106.7,4234682.321429716,-9442019.95307787,30
771,,,19.6,-155,2405266.2884382484,-14972041.323373677,11
772,,,45,-93.2,5340244.911544235,-7527787.147377197,30
773,,,32.8,-97.4,3969803.3130784915,-8765460.53149677,30
774,,,35.2,-94.3,4246136.773848659,-8338335.4789892975,12
775,,,42,-87.7,5011701.366996126,-7307950.859700568,30
776,,,35.9,-79.3,4326168.419072049,-6973900.098200167,12
777,,,36.3,-79.4,4371781.835374494,-6960548.09581363,11
778,,,35.6,-78.5,4291901.349772842,-6919798.293046691,13
779,,,39.3,-78.9,4711007.064735232,-6743366.25036496,11
780,,,40.5,-105,4845210.023486283,-8876271.344749654,21
781,,,37.2,-80.4,4474089.16076935,-6996789.999873634,21
782,,,38.8,-77.3,4654832.224325931,-6635926.973566485,30
783,,,45.6,-122.7,5405209.441916061,-9844831.361061871,30
784,,,42.4,-71.2,5055855.158535961,-5909530.726931458,30
785,,,32.7,-97.4,3958226.452234754,-8771590.135569284,30
786,,,33.9,-117.9,4096821.006802832,-10527162.023013853,30
787,,,41.5,-81.7,4956363.362991374,-6841280.108043835,30
788,,,42.9,-112.4,5110899.726537222,-9282191.14985277,12
789,,,30.4,-90.1,3690640.1686725584,-8239602.919102505,21
790,,,40.6,-75.5,4856353.621740942,-6376498.831902703,30
791,,,43,-88,5121888.767978503,-7259795.462468138,30
792,,,36.3,-80.2,4371781.835374494,-7030679.562773968,11
793,,,29.7,-82.4,3608716.7046406446,-7568628.540028195,21
794,,,42.2,-88.3,5033791.304144005,-7343418.953263822,12
795,,,47.7,-122.2,5630529.2916253945,-9568086.02075503,30
796,,,38.5,-92.2,4621056.167222766,-7935782.240720766,12
797,,,33.1,-117.1,4004504.3588311593,-10516101.91433095,30
798,,,45.9,-89.1,5437595.370609268,-7124824.4016047185,11
799,,,39.1,-84.5,4688555.02095648,-7234851.0931748,30
800,,,43,-70.8,5121888.767978503,-5840835.440258456,12
801,,,28.3,-82.3,3444226.2901915736,-7623339.395393584,11
802,,,36,-80,4337579.950562795,-7029906.532804077,21
803,,,47.8,-122.3,5641177.027723767,-9564336.9819914,30
804,,,39.7,-79.9,4755838.955352894,-6804297.416284958,11
805,,,33,-96.8,3992942.2826557155,-8699221.733407326,30
806,,,37.8,-122.4,4542040.864253972,-10598504.342190685,30
807,,,38,-78.5,4564645.650180879,-6785713.61647473,21
808,,,43.9,-70,5220487.918857972,-5721176.478834179,12
809,,,36.3,-119.3,4371781.835374494,-10458355.010460528,30
810,,,35.8,-79,4314751.463942467,-6952985.379022352,11
811,,,38.9,-77.1,4666079.097486394,-6612943.382287317,30
812,,,35.4,-78.6,4269029.741889586,-6939382.042683471,12
813,,,37.8,-122.5,4542040.864253972,-10607163.250966983,10
814,,,40.7,-74,4867490.986514479,-6243953.318520533,30
815,,,36,-75.7,4337579.950562795,-6652049.056665855,13
816,,,34.4,-88.9,4154353.9616393317,-7908554.201932021,11
817,,,35.5,-82.5,4280468.224191657,-7278059.422823717,12
818,,,38.3,-78.5,4598509.437439485,-6768296.869541287,12
819,,,35.7,-78.5,4303329.101929989,-6914396.738838997,11
820,,,35.9,-78.6,4326168.419072049,-6912339.819905838,21
821,,,32.4,-111.1,3923466.5605251505,-10026217.761839129,11
822,,,28,-82,3408869.9392443006,-7608779.875017179,21
823,,,38.1,-78.5,4575939.381994569,-6779924.323388677,11
824,,,37.5,-122.2,4508090.636651801,-10607919.195107229,11
825,,,38.9,-85.9,4666079.097486394,-7367728.1003693985,11
826,,,28.2,-80.6,3432445.012437962,-7470220.954890327,30
827,,,37.8,-122.4,4542040.864253972,-10598504.342190685,30
828,,,38.6,-76.8,4632320.741881084,-6604539.12874659,11
