Sample,Postcode,Address,Latitude,Longitude,moll_lat,moll_lon,Rurality
1261,,,35.8,-78.7,4314751.463942467,-6926581.637076698,12
1262,,,37.9,-79.3,4553346.138548651,-6860699.237519678,11
1263,,,32.8,-117.2,3969803.3130784915,-10547350.865415005,30
1264,,,45,-93.3,5340244.911544235,-7535864.172213438,30
1265,,,35.3,-97.5,4257585.919552411,-8614661.307159906,21
1266,,,42.6,-83.7,5077892.78467351,-6933102.785585434,12
1267,,,36.4,-94.1,4383171.504392177,-8242603.965877233,12
1268,,,33.5,-112.4,4050702.892244759,-10065228.54761879,30
1269,,,29.4,-94.9,3573540.116341092,-8732880.256285302,23
1270,,,42.4,-71.2,5055855.158535961,-5909530.726931458,30
1271,,,40.7,-74,4867490.986514479,-6243953.318520533,30
1272,,,41.9,-87.7,5000646.662737804,-7315138.032947921,30
1273,,,46.9,-96.9,5545076.6816602675,-7659738.995616451,12
1274,,,30.3,-97.5,3678950.266090381,-8921997.391154284,11
1275,,,39.1,-77.1,4688555.02095648,-6601266.500399729,30
1276,,,37.8,-122.3,4542040.864253972,-10589845.433414381,30
1277,,,34.2,-118.4,4131356.186610764,-10548521.108725749,30
1278,,,39.9,-85.9,4778218.522360791,-7301961.046620088,11
1283,,,44.3,-72.6,5264132.897179121,-5908532.850474571,11
1285,,,40,-105.2,4789399.149897031,-8934388.972294733,21
1286,,,35.9,-78.7,4326168.419072049,-6921134.145376457,21
1287,,,40.1,-105.2,4800573.6500055995,-8926191.190046065,12
1288,,,38.8,-90.7,4654832.224325931,-7786268.777522382,30
1289,,,40,-105.3,4789399.149897031,-8942881.737477522,11
1290,,,38.8,-76.8,4654832.224325931,-6593003.771926339,12
1291,,,36.2,-87.3,4360386.675514761,-7659210.612741943,12
1292,,,42.1,-80,5022749.586837975,-6659744.54079935,12
1293,,,36.4,-79.9,4383171.504392177,-6998767.87325814,11
1294,,,32.8,-97.2,3969803.3130784915,-8747461.639234971,30
1295,,,37.4,-79.3,4496762.482863402,-6889612.267923417,12
1296,,,29.6,-82.4,3596995.5683894837,-7573304.111771072,11
1297,,,42.3,-83.7,5044826.500767855,-6953949.538024387,23
1298,,,38.3,-85.7,4598509.437439485,-7389083.334008769,30
1299,,,40.9,-74.4,4889746.944553853,-6265873.658634704,12
1300,,,36,-79.9,4337579.950562795,-7021119.149638072,12
1301,,,32.1,-86.3,3888663.045691798,-7804175.284876627,11
1302,,,43,-76.2,5121888.767978503,-6286322.889091729,21
1303,,,45.7,-111,5416011.932287587,-8896093.942308648,12
1304,,,41.9,-80.8,5000646.662737804,-6739602.657493636,23
1305,,,39.9,-75,4778218.522360791,-6375402.543614744,30
1306,,,36.1,-87,4348986.041640936,-7638965.738614779,11
1307,,,40.8,-74,4878622.100046948,-6238077.569642651,30
1308,,,35.3,-97.5,4257585.919552411,-8614661.307159906,21
1309,,,35.3,-97.5,4257585.919552411,-8614661.307159906,21
1310,,,44.5,-103.9,5285914.011212909,-8437747.197087547,12
1311,,,47.2,-122.5,5577177.512594201,-9649150.252562476,30
1312,,,28.5,-81.2,3467776.249564448,-7512634.4464153815,11
1313,,,29.5,-98.4,3585270.0336773014,-9049412.539579112,30
1314,,,43.1,-77.5,5132871.142571277,-6387035.723487243,21
1315,,,47.8,-122.3,5641177.027723767,-9564336.9819914,30
1316,,,35.8,-78.7,4314751.463942467,-6926581.637076698,12
1317,,,35.9,-79.1,4326168.419072049,-6956311.447258928,12
1318,,,38.9,-77,4666079.097486394,-6604366.283218202,30
1320,,,36.1,-96,4348986.041640936,-8429203.573643895,30
1321,,,39.9,-75.3,4778218.522360791,-6400904.153789204,30
1322,,,41.3,-73.5,4934183.275767386,-6166514.675987376,22
1323,,,37.9,-122.1,4553346.138548651,-10563573.479207471,12
1324,,,41.4,-73.9,4945276.507508117,-6194112.143287957,11
1325,,,33.8,-118.2,4085299.0747620966,-10561649.527778964,30
1326,,,39.5,-78,4733435.0894455165,-6654502.091268545,21
1327,,,35.9,-78.7,4326168.419072049,-6921134.145376457,21
1328,,,43.1,-77.5,5132871.142571277,-6387035.723487243,21
1329,,,32.3,-111,3911870.2143233693,-10024089.533503005,30
1330,,,38,-84.5,4564645.650180879,-7304366.8865237525,30
1331,,,35.8,-78.7,4314751.463942467,-6926581.637076698,12
1332,,,36.1,-79.5,4348986.041640936,-6980434.20942385,21
1333,,,36.1,-79.5,4348986.041640936,-6980434.20942385,21
1334,,,38.9,-77.4,4666079.097486394,-6638674.67949466,30
1335,,,35.9,-78.9,4326168.419072049,-6938722.796317693,21
1336,,,35.8,-78.7,4314751.463942467,-6926581.637076698,12
1337,,,39.7,-79.6,4755838.955352894,-6778749.36591092,11
1338,,,36.3,-80.1,4371781.835374494,-7021913.129403925,11
1339,,,40,-80.7,4789399.149897031,-6853661.502511264,11
1340,,,35.7,-79.8,4303329.101929989,-7028902.672093655,21
1341,,,38.9,-79.8,4666079.097486394,-6844525.057153408,11
1342,,,42.8,-71.7,5099904.036616813,-5927127.292950607,11
1343,,,40.8,-74,4878622.100046948,-6238077.569642651,30
1344,,,32.9,-79.8,3981375.261976042,-7176519.9624882415,22
1345,,,37.5,-77.5,4508090.636651801,-6727608.327502538,23
1346,,,40.7,-74,4867490.986514479,-6243953.318520533,30
1347,,,33.7,-116.3,4073772.0673866183,-10399430.3487371,30
1348,,,40.6,-79.7,4856353.621740942,-6731217.97222047,12
1349,,,38,-78.5,4564645.650180879,-6785713.61647473,21
1350,,,43,-78.8,5121888.767978503,-6500816.845937378,30
1351,,,35.8,-78.6,4314751.463942467,-6917780.38976148,30
1352,,,40.6,-122.2,4856353.621740942,-10320637.84448358,11
